quantiteProduit;montant;idClient;idMagasin;referenceProduit;date
9;11,27;9911;51;67F4ED58-7A26-C601-F325-AAD46C9DC576;1591303530
96;139,49;9911;73;501D17CF-588A-4549-FE4B-FA027CCD4224;1612405452
61;53,24;9911;13;A156A913-B694-E959-EA70-D3C406226F48;1621269344
17;26,41;9911;89;CF697781-AEE5-1012-5B66-465D14DD995C;1662068953
43;187,05;9911;51;9EBEA3BF-3F8D-602C-DCC8-D4A041EA0C19;1615141402
19;186,96;9912;27;88A84156-AFAB-CF00-654E-1731CDC0A3EB;1650040229
74;93,13;9912;49;0E799863-923B-11DC-0E9B-B6AAB1B7D945;1691740487
71;107,07;9912;55;77F06B89-C77B-D2C1-C622-51599044C2D3;1662659369
74;43,85;9912;76;BA113EBC-5C35-35F9-51F5-8ADB0F44CAA9;1605483353
79;115,54;9912;93;21011C41-0FC6-2987-8C5D-8972020514E7;1698106398
63;130,5;9913;90;E8A8F136-6B90-AF42-19CA-74A276EA9004;1671320915
53;92,56;9913;11;5F5964F3-800F-BD0A-C7A5-FD3A2856E371;1591958947
77;197,88;9913;47;77543527-4F95-A066-A653-3ACA71C0D47C;1663319248
98;68,29;9913;55;6458B8BA-CA32-5721-B7F1-9E8FC4A82C4C;1647776546
24;73,02;9913;3;7E62329D-DA32-D471-DCC0-899A624E2F59;1688085613
20;144,08;9913;32;7CC44743-5F2F-A5B8-634D-BCD098639BF2;1689510799
53;69,42;9914;20;8244BB79-6B83-6DD0-7E7D-EA20C76A495B;1629614504
33;139,49;9914;36;97AE0BAE-25CF-6352-63E8-82885B04CD00;1589022758
46;40,61;9914;62;316452CB-DB41-57F2-CB60-64C7BA51103A;1692837724
89;43,51;9914;88;64EC4788-6E97-77AB-B3FB-8117FD4B47BC;1680198358
67;180,08;9914;52;65F23EC3-9244-2FA1-0016-C6DCA3006EA6;1578886820
91;149,29;9914;92;BF656735-CF2C-D739-40F0-0EA8CE0660BA;1685459327
49;100,92;9914;34;2F4AF5B1-7D40-3DF9-8BCE-433A9F8667A1;1678886517
51;73,49;9915;5;48D22775-F0EF-C144-8223-D77D2882265D;1603335032
23;166,88;9915;56;027A88B9-C660-EDA5-7808-D11630301EC4;1692490655
1;144,34;9916;21;AD66EDCD-4A98-FEF9-19AA-FEB1561ED1F8;1630550924
16;46,38;9916;22;C4E04434-36FB-0414-4EF6-3B2DBB3A3886;1579355241
18;55,62;9916;73;EE2ED98E-54FB-3ADE-4EED-DB9ACA13F09A;1641830538
12;51,18;9917;60;11371025-980C-CAE1-554B-47BE38F01FFE;1667736551
24;138,55;9917;72;3490E9DA-A192-D525-FB52-72573CEBE542;1611722786
71;21,17;9917;82;EAF092DE-F2DE-3F4E-E728-EA53594876B4;1619518956
86;112,47;9917;97;30E559F6-03EF-465B-42FF-B2B453D5DC55;1617612821
83;199,28;9917;10;950346E4-BF50-95BF-F875-E48FF13814EF;1657825041
29;143,64;9917;53;01FEAC6E-CFF4-4AAF-6EA6-1E481CDD1BC1;1676333545
10;196,78;9918;14;E26D9FA8-2FFB-37A5-5167-A81428116524;1659276147
25;115,65;9918;95;42F218EB-9A9E-F4A2-1268-A4E9CB740FF9;1618673418
79;138,74;9918;31;4AED7A42-E433-CDC8-58A6-F8265917C982;1627935774
38;8,71;9919;70;CB36382C-D56F-7AD8-7F27-2C3DC06EA534;1689762630
47;87,34;9919;83;8165574E-3D1A-D516-A9CF-B1EC97C5EF64;1703849544
94;179,97;9919;33;D6294D2E-8EA6-615E-941E-C8600129FE32;1590471375
13;77,93;9919;100;90A27F45-F195-8933-E0E7-D83C369460C8;1679699966
80;78,5;9919;98;1C3CA728-0C74-378A-900B-C91107E0B938;1677666246
25;3,39;9920;8;181B5DF4-F877-1A66-D742-A14635A235E9;1689886303
67;97,64;9920;17;270BBF34-FC82-0178-16D0-8E6DFD4624BC;1688357918
47;138,55;9920;31;5E230E80-5D66-97F5-8A11-F52CAF9AEF6B;1691873484
31;32,03;9920;45;C868A861-4975-008E-6A3C-2AE572883245;1637009018
9;52,45;9921;79;ADBE77EE-58EE-E0B3-8FBE-F301222E64BF;1701849205
58;154,46;9921;25;4B22B22E-77AE-0B21-968A-4385F46CF42B;1616313031
49;119,28;9921;33;CE715139-4EA6-C4D6-3604-4B60E311801A;1687619912
7;114,23;9921;50;2E4E578F-5CD2-6A79-7503-991D99594363;1650575987
45;57,27;9921;84;B2877428-2805-2107-302D-70C42296C3CF;1695633793
91;175,07;9921;90;CD8E27EF-2AC3-AEB7-919C-444135EC03DB;1698181458
19;127,78;9922;67;769ACE0A-6D92-87B1-C74C-8FB4838E53D9;1601117946
46;118,11;9922;20;9B5DE93D-A762-6852-4259-6C96E2D8D02A;1604256328
14;141,82;9922;65;D38F7598-C77A-4C87-ACC2-2022491B02AD;1617305941
58;111,93;9923;13;98A23447-B345-E98B-9189-CAD600274D81;1635464377
82;109,75;9923;33;BAE458FE-8AD3-6362-579F-F1805FC17290;1657589646
35;64,17;9923;80;1B3B6AE0-4CD8-8C4F-AEF8-E01F5548E857;1622717828
87;177,75;9923;35;CCFFFCD1-0497-D338-A383-003C55E8F386;1703450680
9;29,87;9924;71;276F4A0B-5CD6-FC14-1457-E6A1568C1C7E;1644021712
88;25,55;9924;29;02FD343E-43BB-A748-1001-1C9C23D76A91;1597850326
71;158,38;9924;39;14F537B0-D601-31B4-EADD-4FC64766F0CC;1596013885
22;194,03;9925;1;00CB7C4B-154C-D549-2276-DD33019AC065;1606066407
77;100,2;9925;6;CEB6E155-F596-B301-9F30-DAF01A10B37D;1624935818
68;161,08;9925;41;E605A7DF-88CD-E3C4-4F3C-F39A250E3828;1672371985
46;35,27;9925;62;112D6E89-D4EE-0B22-AB05-41D8F51375E1;1620203084
75;183,67;9925;80;918C95AE-09E7-5239-9BEF-22E093D9AC9A;1645398912
13;11,51;9926;30;66D706CF-B505-0945-B5E6-D1B61A5E7CEF;1647535977
23;123,68;9926;6;4529E3D3-ACBC-0F00-DD1C-8A61C7557EB3;1608276559
93;83,59;9926;81;AA5A2E8B-29C7-D97D-5A65-8081F189AFB6;1665625416
80;96,91;9927;50;D3E51D5A-B113-B576-981C-E5A1EC68923B;1596724200
12;147,26;9927;61;E5979771-6EE0-B29A-DD76-158C784DD5DC;1652794008
4;108,28;9927;74;C85B7705-3EA9-15D4-568C-F2A479E5D8C9;1670988677
39;17,25;9928;19;186A0772-C0EA-1EC5-62AF-0C1309F740C3;1642199744
52;96,57;9928;28;97175C3F-7729-C029-9861-7498D9475A42;1687714074
26;148,27;9928;57;45CD29F7-6503-CB19-8CB0-0656F9C7FFC8;1695763066
19;104,22;9928;69;C79BD070-11B2-E37A-E9BE-A868899D20E6;1677871641
86;141,75;9928;87;E0F943F1-0291-FDEE-C965-C03A1FD92E70;1668957983
54;60,67;9928;100;499FD976-5209-B8C9-563A-CB78AF579C0C;1603875994
83;16,58;9928;2;639A17B3-7E26-6913-BB30-29ECF72D5E52;1698341517
55;113,6;9928;7;08F63EE5-B2CD-620B-A471-C6F4E3FEF515;1679293622
98;23,69;9928;38;C998F594-170D-2D06-F272-DC965D23295D;1649463835
63;125,33;9928;57;23A375C2-A5BB-35EC-3ACD-EB39C84798B0;1584544721
58;109,42;9928;100;650CD9CA-B4C7-39B5-8AC9-87A83F398A35;1582195466
87;143,61;9929;7;7161B253-7BF2-A4CD-4C82-F9FBD9F8F45E;1669107058
4;174,21;9929;42;4BAD6571-BA54-B48C-ECF9-126E34560817;1580226772
36;132,82;9929;74;6A7642AB-A5CF-0FE5-98E6-D5FF5846E1CF;1586774099
83;184,82;9930;98;6362ABE7-B1B7-B043-8EC1-AFE77272AE83;1661989809
98;131,67;9930;18;3D3D7523-96E7-625F-CAB9-ED9C1C8C22C0;1616969678
43;186,55;9930;67;A8FF5453-2FF4-363C-E846-7640A19D3667;1688647351
26;138,13;9931;10;86078F23-637B-9942-9323-48783EF2512E;1609085254
3;99,17;9931;28;E0FD20FB-6F74-979A-BE65-9BD6FF883585;1696196071
73;186,28;9932;5;B3208473-E4B5-DFFC-9A9B-D8D8B6573463;1700066223
44;166,15;9933;54;D6AA525E-79B5-AEC8-3F4E-BB6DB429D515;1643087712
11;162,54;9934;77;F2198BD9-62F3-FFD1-52D5-7799F72945B7;1620136958
50;169,63;9934;78;2DDEC3E3-2FBD-3286-0828-9C97AB86B310;1691052221
76;123,43;9934;72;F07730D3-4739-5F53-B9B6-319134036245;1673608835
30;91,32;9934;91;55C00D7A-F233-4681-9869-D10BD7F84323;1636609728
8;132,66;9935;37;96C0EA40-8FB6-1BE2-8742-078DF81C4039;1635616061
100;133,6;9935;17;195C28A3-2BC7-83A8-FF52-8D0C4E12073B;1602309582
52;194,93;9935;17;22A2CB17-1750-04A9-4954-CF6A4FF164ED;1606880376
95;183,58;9935;20;D0B68C4E-7FC9-DBC4-3941-A0C4AFFD36F9;1582601921
52;1,82;9935;45;4AFEA73D-E463-B4D3-05A4-15462DE67912;1629565590
25;69,6;9936;3;2A300E83-30CC-74A5-886E-A49C5397BD74;1637234674
2;144,23;9936;4;794F5678-683A-236C-FF3C-B1D9F68A89C6;1628632581
95;177,49;9936;24;33AA24EB-F45A-69D2-4CBD-736C0A2E0909;1678696557
99;25,23;9936;30;17A6F35B-2BF4-63B8-5A01-86011FB01D4E;1640045847
93;30,4;9936;96;CBDB0681-F0F0-3639-44B9-C1D781B8B9B5;1599574803
95;175,25;9936;47;13F37509-E8A9-EC86-603F-F4D8DEEA8D69;1682416382
71;118,24;9936;99;00F15334-B771-70E6-37BD-D24EABE0692C;1641159186
75;49,99;9937;34;D982FD37-875E-DBC0-3976-724CCC8DB03F;1675218670
55;169,03;9937;34;CD0A1364-6C4F-33FE-6DFE-496C9E3132D5;1611850558
57;69,49;9938;43;51ECFA00-8445-8A56-0954-42A72FD9A643;1623295363
13;54,19;9938;49;6CCF6B8E-0E7A-7822-411D-0AAA5D1DCD16;1619069710
97;7,36;9938;90;BE7B293C-0495-0E20-EE82-A171DCCEBFD2;1703369153
99;118,54;9938;92;2C4237B1-A672-3F1D-DF9B-5681304AD787;1644821858
57;189,88;9939;26;073203ED-7613-075E-AA03-6347A43A7953;1702787264
65;85;9939;32;46A92DFB-00A4-F8B0-4AC1-6994C54C6EBF;1668552224
43;28,83;9940;41;1C9ACA69-BC93-BD2D-7F29-0832442832A3;1649324098
1;134,65;9940;71;5D479B3D-154A-F079-EB05-30B9279FDAB1;1658039473
37;10,67;9941;75;3D5D1BCD-CFB6-ABCA-5CF3-F3A897703FD3;1587509405
13;10,66;9941;22;22014627-D876-F889-945D-DFA781B21102;1605310628
5;154,11;9941;42;B38125A7-9E49-57F2-D523-57C420E1CA3F;1693517418
46;104,09;9941;53;0CA22341-8B72-9F4F-4E3E-5F85E8D42CCF;1627234612
66;63,29;9941;59;83431BA8-CDDD-61CA-B915-042546361DED;1667524457
87;64,59;9941;83;745EDC62-70E9-ED07-08E4-6922318BA485;1629255785
9;42,87;9942;54;0EA83EB5-C03A-1D66-101C-45A76160135E;1696405595
40;69,75;9942;85;B61A4DFB-5978-EE7A-B333-0429BC1BD9EF;1675649508
32;198,02;9943;44;01D7885F-F9D0-F149-3DA6-9C4E85A84161;1610627316
89;68,47;9943;56;BBD05FFF-CBAE-1819-99B9-0CC34306BB85;1696861381
37;129,43;9944;94;B9152593-5D2C-D968-18C7-1CCF08B1E534;1701509874
53;186,44;9944;29;E122AB99-38EC-6B13-B9E4-BA0C125D0B5F;1625867990
74;147,73;9944;80;C824B702-62A7-88FD-A019-593484E1A0FC;1619235154
99;39,72;9944;2;CB26C6F4-E39A-B973-8B68-F3D6680E58BF;1691258492
74;156,8;9945;59;A1D83CA2-5CC3-A873-A1DA-55E062D92A1F;1595820976
47;185,87;9945;40;697B3856-F2C8-CE68-1620-4F4FBD59B0C3;1672529815
52;96,32;9945;55;DB5E2ECD-33EF-2280-9991-7D6662BD3A04;1646198384
1;120,54;9946;18;23B1D431-5668-9DB3-19F1-38E5DC89D510;1589413245
40;141,44;9946;23;DD30BFEC-66FF-A85D-6F79-8439D2C2AA8A;1688580901
80;92,23;9946;63;302C3C91-816F-70AA-9FC7-63F96206C022;1587819239
4;144,51;9946;75;84A6F822-DA81-2236-241F-BDBE7FE56F85;1616269020
35;191,88;9947;2;24230EC2-0659-2053-10F7-6ACA54FF7BCB;1692063560
65;53,76;9948;46;1D1CE458-D8B5-9957-D138-654703876617;1633311578
100;191,45;9948;16;8A96C7E6-27D6-31BC-D581-A6647603400D;1653207478
90;42,62;9948;24;7D0BC518-4A9F-4397-48D8-3EED6F4E2CAC;1604874213
51;54,8;9949;48;A9EDC2FB-1399-2E8C-C67B-E913D7ACE8FD;1630616712
5;78,83;9949;36;9FFFD185-573A-26FD-247C-CE9BB0AE3803;1696666273
3;54,61;9949;76;E849CF8D-0F32-EB7C-5BE7-8EFFE2405D08;1675615825
67;26,38;9949;43;C023C5F5-4A8D-DCDC-49F7-2E50FB63FA9B;1618385304
70;163,72;9950;8;3E01D999-196B-BF04-5DE7-2AAF9B782A1C;1603215163
52;35,44;9950;28;07DAF42A-9BF5-2F58-5742-CDDD5E08F7C9;1666131145
39;97,7;9950;79;3DDD1FCF-ED4B-D2DC-92B9-BD957664203E;1631256905
28;33,66;9950;86;B269D00C-8E00-9BC1-E144-4A37DF1CB6D7;1630131936
91;120,33;9950;8;F2AFA206-A8E4-1207-FE50-FEA0243BED50;1664831634
11;166,95;9951;40;5BA49750-59EE-8066-0609-2C8F58383D6B;1606417370
64;23,86;9951;60;6F84D390-DAD0-D225-0A21-FB72C385A9C7;1598021701
13;37,61;9951;70;A603D5C1-FA5C-CA49-7E5D-508ED3435FDC;1591109550
71;199,11;9951;95;68B6E01E-0DDF-92F7-C9D4-9EA2AD4D67EA;1599353806
90;191,34;9952;38;549DB840-6DD2-188C-9857-9E24A5F5D017;1580933099
41;152,89;9952;53;318C5C61-A716-9201-F920-8334FE1E3D00;1590119491
30;53,86;9953;29;2FF204CB-029E-7642-7EE5-EE99196A17F7;1588411076
16;5,82;9953;37;DA7559DD-9E39-65ED-EE6C-AF75D7FBE1C7;1663241283
39;183,53;9953;58;F91C92B9-E9E8-CB36-3CD0-7C78FF7C5563;1655527210
48;142,67;9953;64;4B62E981-7F96-72F2-26A4-085A85C14A0B;1692803922
84;98,39;9953;68;D99E1E74-61AC-A342-717B-473D4CB74F5F;1621387832
74;8,87;9953;59;260BFCC4-14F1-7A9C-022A-640B90C118FC;1642008198
98;115,95;9954;89;0014DC19-FDF6-BEE7-7EBB-627E0871FF24;1665428462
48;75,83;9955;39;7FBD081F-C3EB-81E8-134A-4962C7DA8C9D;1592517785
41;18,61;9955;47;0C29E363-4F9C-E087-3BF6-E17BC510C0FF;1642657200
45;65,24;9955;67;4AD75D42-9BBE-11D8-4281-D05CEB89DE32;1635599104
65;182,49;9955;12;3C9B9851-F417-8B19-BCD8-D0C7B60FC168;1643994828
30;118,65;9955;23;8F12EE89-4F4B-6448-37EB-94660AE2C6CA;1682389109
95;188,97;9956;15;F899E9CC-DCE2-2078-649C-D1A5BD3AC1E1;1630804265
85;60,88;9956;46;8B91084A-A9FA-8D54-1370-2205C8A84C7F;1642339247
40;20,94;9956;58;AAB8267D-C067-DE1A-8F04-883ED77BFF08;1597974843
11;198,14;9956;64;BFFC668A-EF02-6EFC-2C1C-9B61B166752C;1702839083
60;54,72;9956;68;B9901B91-ADC3-DAAA-5CDF-9DB3BB913C9E;1622414849
3;189,54;9956;4;BCF9CC73-5BD9-E4B3-BB9F-98CC6F40C4E5;1682552205
61;196,18;9956;26;88E37F88-A4C1-1391-76E6-A8506359446F;1633215891
41;10,21;9956;46;60A6A903-58E7-96D0-D13B-5035B820B99A;1594010877
21;17,36;9957;91;C8C8F5A1-E651-2EE6-AB85-63BB944C837D;1645317595
29;15,11;9957;62;3A0F560E-EE9B-5304-5920-097F9167435E;1603376615
94;80;9958;63;3BF8ABEA-F5A8-B902-32E1-9FFA9B9AE043;1699749232
26;16,16;9958;66;507CB0A7-88A4-56CD-DAF1-44A156442F32;1586782356
48;170,09;9958;96;A6560E39-DF87-E669-C3D0-72E066464A2B;1680894686
71;156,61;9958;51;DBC0BCED-605A-0EFA-6B89-4C392FE5B99F;1594124845
73;107,25;9958;15;2C9FBE5B-E504-F84A-4F8E-925C0141C498;1611098771
2;66,69;9958;94;2C663D3A-8375-CAE6-DC69-C8A5F56E085D;1697517046
58;29,34;9959;94;F7AF3C6D-748C-CE76-B617-806726A57338;1607628602
57;151,57;9959;58;153B3AA9-2D39-6E74-1E66-81389663B46C;1585217560
48;140,59;9959;64;DC4EC7CC-5F93-C7A9-B987-DB41A5A31D14;1609868381
66;94,53;9959;71;2A1F67BD-602C-BA2B-93AA-12B233849587;1586216521
26;84,26;9959;93;F4135F62-A474-F45C-3748-35A5BEDB9747;1684706475
31;69,83;9959;97;B3C1E5CC-D471-1E59-D67D-A98A732B0D5C;1662207219
94;99,13;9960;32;881A42B4-DCEC-5B4C-5C17-DD5C2856E621;1669207381
23;62,91;9960;84;D032D85A-26B5-C4A9-4A9C-3E488162FCA2;1689329616
57;36;9960;9;512F4CA1-781D-9E1C-0670-C6B6DC3D207E;1587759367
29;190,67;9960;61;755D209D-0563-4C01-75FB-EA75C693EA53;1680973397
39;160,97;9961;17;71B318BA-4FC8-302C-496B-4B205BB8E785;1657476539
30;70,59;9961;79;4A51141B-F561-2EA4-59C7-F0A1D19F18C9;1693573669
93;98,7;9961;93;14BAB190-CE2B-0B14-5876-49BCFF9183E7;1586775304
55;116,61;9961;26;3F9F5AA1-27A7-0D20-92EB-643114B9AAAF;1647654401
92;59,69;9961;58;505F25B9-8313-D70F-EA50-C82745704BED;1675164267
70;116,45;9962;7;43092412-B47F-0B9D-9852-DEC042EF50B3;1639179730
75;25,37;9962;34;27EA7072-A906-B7FF-5C49-ADB6AE5C1CCC;1625000291
28;60,94;9962;67;65A32D99-150B-EB43-C71E-4850F69BAB9A;1638965097
39;5,3;9962;74;1EBA3087-DB6B-CDFE-8815-C26966D2A2D7;1657829840
87;66,37;9962;96;ABE0BF76-0763-9FAC-E44B-208BD923A8EE;1702028350
71;115,61;9962;12;EFCC9274-7D8E-C9E3-00AC-175A7F142D7B;1639037847
30;172,7;9962;40;1D0E016B-8E89-AE38-542A-751D1A8AB6E3;1656335146
48;20,99;9962;57;5EC8C792-3B83-1DD6-AB61-43BC56D87626;1684037201
94;32,3;9962;65;9C2C392A-D4D5-80BE-3C5D-20D39B392FD6;1691780483
47;12,17;9962;22;6E2B30F6-2945-DA66-C620-3B24DCBF10E7;1606692474
42;87,77;9962;70;9D647135-181A-16E4-DE7B-EE24AC988672;1588300374
95;118,95;9963;16;6EB909EC-A258-1E03-9025-375BB1EC7D21;1600027168
58;67,54;9963;51;7410A119-46C2-409D-DFBE-EC8C532FA1AE;1624611192
76;77,87;9963;68;8F31C3EC-8A39-B4EA-5DD1-19520AC45830;1665222036
20;194,49;9963;98;63A85FED-BC90-921B-7CE4-86C336834350;1683646134
47;180,15;9963;14;0269049B-0162-3633-085B-291062CD9C66;1701680163
59;12,92;9963;51;FB76324D-759B-F532-73C3-2BFB5048B118;1684590856
2;159,03;9963;86;76DB72B3-DDD7-2A4C-F488-7A825A1A7A7B;1578223628
4;13,39;9963;90;007169E9-3392-15C6-B1C5-7763FA734FF2;1684440858
18;127,36;9963;27;C3AB7DCB-58F0-803A-16CD-1CA832E95F55;1655543699
20;64,89;9964;26;BF651A64-AEF6-18E4-EE16-E3A6DEFCAAF2;1693743077
13;156,85;9964;39;F6B2DE99-6F9F-B5E6-15C3-D3E08EC03511;1644477560
45;110,89;9964;63;E4FA28A8-F017-5294-897D-77E479EBBE46;1649428602
96;194,35;9964;73;84338A7E-D25A-698E-1A00-A48A0CAFEAC8;1637420737
67;179,42;9964;22;FF957A6F-AE07-DFE6-332A-32DF359876A8;1606952577
27;111,22;9964;27;B7D92689-C2BE-582A-5F50-35648B6734A1;1659053855
95;25,35;9964;62;28D81762-6C14-B4E7-F7CD-59D822AB104E;1654916909
89;175,88;9964;68;BA139AEC-F290-0044-FF18-1CFAD6A3A0E7;1599875884
75;59,41;9964;71;50FED8F6-5FDB-A1D1-8BF8-7D3F8CAFF047;1596395516
10;79,46;9964;87;B8AFE4DC-EA5D-43C6-C106-A73B47C62145;1615026772
88;81,13;9965;19;3E868BBB-63A4-E6C4-EA1C-390A29E03A09;1687626719
91;91,09;9965;76;E8ED1D0A-647C-76CD-69A8-1785ECFC6474;1634242780
49;109,74;9965;4;F490E862-4E1D-F78C-E8DA-AC9B8304B291;1677930607
75;11,57;9965;72;7148AF00-5EF7-8A2F-C4F5-FD3C58743262;1628855951
85;141,88;9966;47;C300C0D6-6CEC-ACE0-659A-F5906696BF58;1613189216
93;151,16;9966;77;EF2E1386-127E-38CE-26D1-0B574A790A7D;1645810038
76;56,09;9966;90;449552AE-4CDA-3FC7-39D5-D6C21A7E2C19;1591824202
53;113,19;9966;1;BCEB4DC8-5A2D-4648-B3FC-846B2C786D8F;1611708630
55;62,82;9966;47;063544EA-3895-FDE9-D38D-114333CD6FE0;1674560174
37;107,45;9966;78;0CF9C001-33F8-7848-D3B8-65791C9B1DCC;1603316492
83;82,45;9966;60;9FBC1522-48E6-D7E9-9CB3-1B3651A48716;1642201175
13;34,33;9967;15;4C01A951-C7E7-CAE5-15B6-9A9C61397A4C;1633110546
36;5,1;9967;53;458A6D67-4BE2-4304-9156-4AE96D9D69AC;1608356158
72;193,18;9967;78;709C17B4-76F1-5ED2-BA4C-BD213DD98A8E;1668503719
10;192,1;9967;7;C1122E56-43F1-5D3B-5737-618255281966;1638017053
70;179,46;9967;24;B51EE0EB-52BA-D3DC-CD0C-31DB56B32444;1653678090
64;45,57;9967;12;2FD17C0A-06B8-0EBD-7750-21130B6CAD64;1604966002
21;193,65;9968;21;070E7713-1D7E-FAF5-C268-7472A05A4B18;1655008306
70;168,24;9968;59;BA161E6B-BCEB-D0DB-7EC0-95A6B212823C;1693576227
70;165,55;9968;78;8B44C59B-4C06-DAD0-BAC3-AA97D627D871;1645813926
29;72,52;9968;79;452DF068-83E3-FCC6-2C0F-870F19B9F702;1582034884
71;57,2;9968;88;FB74B40A-5AEC-712C-8039-E1A546E95956;1582975054
12;21,17;9968;6;7555877E-FB62-74CF-AF9D-F172531F6EC3;1592805980
14;79,36;9968;36;A7E2E6C8-C7E9-3150-5E5C-D8F862923EFB;1650703796
68;26,49;9968;40;B111B43F-52BA-B6F5-87EE-3F19CAAABAF5;1680092059
88;63,17;9968;44;A18FE3A1-D27D-DDF9-2264-CC61BEA9A759;1637363210
51;133,97;9969;57;E6EDDBB7-C4C6-3CCD-4F1B-7340F98F8621;1697151270
90;100,13;9969;41;82C39B51-CAC6-71C8-216A-ED8EE64E90FC;1613863907
97;159,17;9969;55;00A969AA-482E-1C01-E55E-D73E89CD7DD9;1669899847
31;63,59;9969;87;787028EE-0773-1CFE-5094-8EF85FD6BF8E;1612769412
38;114,4;9970;18;37BCD37E-9537-C40F-9D5F-78FBA307A511;1691366288
63;82,88;9970;28;E9203C1F-815A-262C-CA2D-71E284DA1513;1601264578
84;45,97;9970;37;EBA296F1-342F-A468-C3D7-1CE730A80FEE;1674772603
25;56,8;9970;80;C89F6B47-771E-EAD1-CFDB-546D533547F5;1668044152
45;29,39;9970;86;3C0DAC6B-7801-8D31-D4F9-17D97B02A041;1680757979
47;17,34;9970;91;5941A193-7C65-F312-3BF1-3363935E660E;1641849989
45;105,6;9970;10;BDEE4315-0C51-FCC4-4A57-7CB94B4F959F;1625617747
86;158,29;9970;13;66BB5DE3-A3B3-9679-A33B-0CC6B13A7401;1660174845
70;66,83;9970;15;E2B0FDB1-3490-B532-B1A2-ECD3AEA368FF;1593273686
32;108,16;9970;73;3F70A642-FBBC-B2C6-2E60-A7F35A123345;1671319536
66;70,42;9970;93;F117F953-C7CD-0E08-39B6-7C3EA2617497;1656979024
74;141,65;9970;15;7723E33D-F937-8893-EBCF-E593DC39AE93;1650728311
2;60,13;9971;25;46A9420B-BA78-7143-19B9-0EAB64306F02;1612443414
43;130,48;9971;39;68A9FA1E-7596-4998-2C0E-0410912C60BF;1633437851
19;156,87;9971;48;F6023CD7-D3E4-F107-B439-D552BE8EDB08;1606826560
77;145,84;9971;95;8CA87D83-BDC5-963B-EB13-A8A7883D5333;1619462388
90;150,99;9971;27;3B63ECEA-2A32-9BBC-B6DD-29EDBEAD8594;1639799172
