zip,state,city,lat,lng
35593,AL,Vina,34.37116,-88.077422
35594,AL,Winfield,33.930256,-87.79716
35601,AL,Decatur,34.589599,-86.98868
35610,AL,Anderson,34.951777,-87.272327
35611,AL,Athens,34.803604,-86.970733
35616,AL,Cherokee,34.744188,-87.972445
35618,AL,Courtland,34.671866,-87.314255
35619,AL,Danville,34.452189,-87.053187
35620,AL,Elkmont,34.915241,-86.910452
35621,AL,Eva,34.347778,-86.704427
35622,AL,Falkville,34.347653,-86.913086
35630,AL,Florence,34.830547,-87.655985
35640,AL,Hartselle,34.448206,-86.924235
35643,AL,Hillsboro,34.64763,-87.180379
35645,AL,Killen,34.901632,-87.508185
35646,AL,Leighton,34.710982,-87.522133
35647,AL,Lester,34.918364,-87.143396
35648,AL,Lexington,34.955924,-87.393519
35650,AL,Moulton,34.505836,-87.222385
35651,AL,Mount Hope,34.462969,-87.451453
35652,AL,Rogersville,34.849544,-87.323671
35653,AL,Russellville,34.506568,-87.725726
35660,AL,Sheffield,34.757829,-87.697057
35661,AL,Muscle Shoals,34.756136,-87.630443
35670,AL,Somerville,34.499548,-86.800931
35671,AL,Tanner,34.713037,-86.989152
35672,AL,Town Creek,34.649138,-87.426195
35673,AL,Trinity,34.591771,-87.09127
35674,AL,Tuscumbia,34.687432,-87.683259
35677,AL,Waterloo,34.93568,-87.962412
35739,AL,Ardmore,34.980447,-86.834612
35740,AL,Bridgeport,34.944638,-85.727681
35741,AL,Brownsboro,34.716733,-86.468703
35744,AL,Dutton,34.604558,-85.906729
35745,AL,Estillfork,34.913017,-86.171571
35746,AL,Fackler,34.82589,-85.984648
35747,AL,Grant,34.495902,-86.259041
35748,AL,Gurley,34.713964,-86.394028
35749,AL,Harvest,34.82732,-86.749929
35750,AL,Hazel Green,34.949627,-86.593484
35751,AL,Hollytree,34.798979,-86.233627
35752,AL,Hollywood,34.730428,-85.953173
35754,AL,Laceys Spring,34.499647,-86.612869
35755,AL,Langston,34.497831,-86.10563
35758,AL,Triana,34.713409,-86.750951
35759,AL,Meridianville,34.861779,-86.578879
35760,AL,New Hope,34.549445,-86.3961
35761,AL,New Market,34.899991,-86.448742
35763,AL,Big Cove,34.612859,-86.466577
35764,AL,Paint Rock,34.667122,-86.332562
35765,AL,Pisgah,34.688601,-85.803044
35766,AL,Princeton,34.840217,-86.250068
35768,AL,Hytop,34.67227,-86.051336
35771,AL,Section,34.543275,-85.994002
35772,AL,Stevenson,34.876885,-85.850803
35773,AL,Toney,34.911644,-86.699951
35774,AL,Trenton,34.740065,-86.291264
35775,AL,Valhermoso Sprin,34.538145,-86.678
35776,AL,Woodville,34.668927,-86.22961
35801,AL,Huntsville,34.726866,-86.567318
35901,AL,Southside,33.997248,-86.010279
35903,AL,Hokes Bluff,33.997057,-85.928724
35904,AL,Gadsden,34.021694,-86.049479
35905,AL,Glencoe,33.956787,-85.927586
35950,AL,Albertville,34.273859,-86.206447
35952,AL,Snead,34.042916,-86.350879
35953,AL,Ashville,33.837366,-86.255167
35954,AL,Attalla,34.029597,-86.096717
35957,AL,Boaz,34.173686,-86.148003
35958,AL,Bryant,34.945026,-85.632445
35959,AL,Cedar Bluff,34.241662,-85.602567
35960,AL,Centre,34.111592,-85.609229
35961,AL,Collinsville,34.267957,-85.861969
35962,AL,Crossville,34.258784,-86.030575
35963,AL,Dawson,34.356838,-85.929161
35966,AL,Flat Rock,34.807598,-85.708372
35967,AL,Fort Payne,34.436792,-85.712394
35971,AL,Fyffe,34.437284,-85.928849
35972,AL,Gallant,33.997586,-86.234606
35973,AL,Gaylesville,34.357324,-85.558893
35974,AL,Geraldine,34.343864,-86.040393
35975,AL,Groveoak,34.435874,-86.040023
35976,AL,Guntersville,34.32193,-86.305463
35978,AL,Henagar,34.618604,-85.727381
35979,AL,Higdon,34.873247,-85.622507
35980,AL,Horton,34.190033,-86.317318
35981,AL,Ider,34.735059,-85.641577
35983,AL,Leesburg,34.191083,-85.77051
35984,AL,Mentone,34.587236,-85.577728
35986,AL,Rainsville,34.498884,-85.844605
35987,AL,Steele,33.941679,-86.228929
35988,AL,Sylvania,34.558962,-85.792128
35989,AL,Valley Head,34.5697,-85.627208
36003,AL,Autaugaville,32.462462,-86.714938
36004,AL,Eufaula,31.786701,-85.239657
36005,AL,Banks,31.836792,-85.799844
36006,AL,Billingsley,32.610578,-86.716301
36009,AL,Brantley,31.570963,-86.274343
36010,AL,Brundidge,31.701324,-85.817668
36013,AL,Cecil,32.300891,-86.011241
36016,AL,Clayton,31.887413,-85.450932
36017,AL,Clio,31.68521,-85.590419
36022,AL,Deatsville,32.613405,-86.338211
36024,AL,Eclectic,32.65419,-86.031614
36025,AL,Elmore,32.545378,-86.316134
36026,AL,Equality,32.813908,-86.105064
36028,AL,Dozier,31.506614,-86.366315
36029,AL,Fitzpatrick,32.151607,-85.888329
36030,AL,Forest Home,31.85318,-86.786377
36031,AL,Fort Davis,32.28945,-85.700688
36032,AL,Fort Deposit,31.995979,-86.576142
36033,AL,Georgiana,31.628662,-86.733965
36034,AL,Glenwood,31.664143,-86.170972
36035,AL,Goshen,31.82497,-86.104851
36036,AL,Grady,32.019397,-86.129246
36037,AL,Greenville,31.810036,-86.622919
36038,AL,Gantt,31.416909,-86.419836
36039,AL,Hardaway,32.312939,-85.883837
36040,AL,Hayneville,32.195707,-86.654994
36041,AL,Highland Home,31.928292,-86.297111
36042,AL,Honoraville,31.878397,-86.398064
36043,AL,Hope Hull,32.224256,-86.393189
36046,AL,Lapine,31.985423,-86.278534
36047,AL,Letohatchee,32.086199,-86.488013
36048,AL,Louisville,31.794262,-85.558062
36049,AL,Luverne,31.70739,-86.256601
36051,AL,Marbury,32.639373,-86.510138
36052,AL,Mathews,32.128288,-86.041262
36053,AL,Midway,32.09552,-85.531523
36054,AL,Millbrook,32.499485,-86.364125
36061,AL,Perote,32.003459,-85.74773
36064,AL,Pike Road,32.335705,-86.09589
36066,AL,Prattville,32.478695,-86.42997
36069,AL,Ramer,32.067745,-86.246329
36071,AL,Rutledge,31.755867,-86.348464
36075,AL,Shorter,32.383585,-85.91616
36078,AL,Tallassee,32.550997,-85.89781
36080,AL,Titus,32.690019,-86.239334
36081,AL,Troy,31.794471,-85.965493
36083,AL,Tuskegee,32.431623,-85.68606
36088,AL,Tuskegee Institu,32.417699,-85.714848
36089,AL,Union Springs,32.166252,-85.678746
36091,AL,Verbena,32.759565,-86.543753
36092,AL,Wetumpka,32.54509,-86.188039
36104,AL,Montgomery,32.373037,-86.308129
36113,AL,Maxwell A F B,32.388133,-86.355848
36115,AL,Gunter Afs,32.406814,-86.247327
36201,AL,Anniston,33.653896,-85.838152
36203,AL,Oxford,33.596829,-85.83347
36205,AL,Fort Mc Clellan,33.710168,-85.801467
36250,AL,Alexandria,33.780785,-85.892447
36251,AL,Ashland,33.247363,-85.828976
36255,AL,Cragford,33.217148,-85.710797
36256,AL,Daviston,33.033471,-85.753831
36258,AL,Delta,33.457303,-85.679279
36260,AL,Eastaboga,33.603132,-85.96075
36262,AL,Fruithurst,33.771732,-85.43814
36263,AL,Graham,33.462976,-85.334034
36264,AL,Heflin,33.611515,-85.588471
36265,AL,Jacksonville,33.830966,-85.77518
36266,AL,Lineville,33.328613,-85.734609
36267,AL,Millerville,33.158959,-85.969001
36268,AL,Munford,33.540987,-85.936322
36269,AL,Muscadine,33.752913,-85.378907
36270,AL,Newell,33.440172,-85.505925
36271,AL,Ohatchee,33.778779,-86.025357
36272,AL,Piedmont,33.838946,-85.645997
36273,AL,Ranburne,33.561627,-85.378604
36274,AL,Rock Mills,33.156443,-85.357854
36276,AL,Wadley,33.149192,-85.551344
36277,AL,Weaver,33.756286,-85.810666
36278,AL,Wedowee,33.301854,-85.473737
36279,AL,Wellington,33.863843,-85.915325
36280,AL,Woodland,33.355453,-85.353768
36301,AL,Taylor,31.202888,-85.418036
36303,AL,Napier Field,31.255239,-85.412462
36310,AL,Abbeville,31.575479,-85.279044
36311,AL,Ariton,31.582996,-85.707716
36312,AL,Ashford,31.1888,-85.253488
36314,AL,Black,31.01318,-85.745634
36316,AL,Chancellor,31.173379,-85.910897
36317,AL,Clopton,31.602843,-85.482308
36318,AL,Coffee Springs,31.138758,-85.918224
36319,AL,Columbia,31.335235,-85.145488
36320,AL,Cottonwood,31.098934,-85.375665
36322,AL,Daleville,31.281091,-85.730473
36323,AL,Elba,31.41373,-86.077728
36330,AL,Enterprise,31.340789,-85.842111
36340,AL,Geneva,31.041445,-85.884748
36343,AL,Gordon,31.10019,-85.123412
36344,AL,Hartford,31.08598,-85.719204
36345,AL,Headland,31.353406,-85.332277
36346,AL,Jack,31.552392,-86.043083
36349,AL,Malvern,31.157528,-85.522327
36350,AL,Midland City,31.36716,-85.513033
36351,AL,New Brockton,31.36898,-85.940386
36352,AL,Newton,31.331064,-85.599229
36353,AL,Newville,31.440295,-85.328741
36360,AL,Ozark,31.439069,-85.643629
36362,AL,Fort Rucker,31.348011,-85.721374
36370,AL,Pansey,31.131778,-85.238549
36373,AL,Shorterville,31.625627,-85.14584
36374,AL,Skipperville,31.551588,-85.549578
36375,AL,Slocomb,31.095558,-85.582954
36376,AL,Webb,31.265618,-85.254385
36401,AL,Evergreen,31.458009,-86.925771
36419,AL,Allen,31.624266,-87.66746
36420,AL,Andalusia,31.297142,-86.490468
36425,AL,Beatrice,31.727324,-87.171912
36426,AL,East Brewton,31.118926,-87.067325
36432,AL,Castleberry,31.326113,-87.026754
36435,AL,Coy,31.888851,-87.392558
36436,AL,Dickinson,31.717167,-87.656929
36441,AL,Flomaton,31.040233,-87.266365
36442,AL,Florala,31.017194,-86.338528
36444,AL,Franklin,31.723815,-87.441237
36445,AL,Frisco City,31.423478,-87.381744
36446,AL,Fulton,31.790947,-87.708065
36451,AL,Grove Hill,31.675502,-87.763571
36453,AL,Kinston,31.262118,-86.069532
36454,AL,Lenox,31.327261,-87.19671
36456,AL,Mc Kenzie,31.54495,-86.735615
36460,AL,Monroeville,31.51533,-87.340993
36467,AL,Opp,31.279861,-86.257105
36471,AL,Peterman,31.589953,-87.259984
36473,AL,Range,31.30169,-87.319739
36474,AL,Red Level,31.439931,-86.61209
36475,AL,Repton,31.425569,-87.172039
36477,AL,Samson,31.104918,-86.067416
36480,AL,Uriah,31.313467,-87.570518
36481,AL,Vredenburgh,31.73443,-87.416184
36482,AL,Whatley,31.639453,-87.656502
36483,AL,Wing,31.148127,-86.56119
36502,AL,Atmore,31.057245,-87.487347
36505,AL,Axis,31.006817,-88.04274
36507,AL,Bay Minette,30.86354,-87.76444
36509,AL,Bayou La Batre,30.407983,-88.250697
36510,AL,Bigbee,31.589072,-88.165294
36511,AL,Bon Secour,30.328883,-87.721355
36515,AL,Carlton,31.322449,-87.837793
36518,AL,Chatom,31.487638,-88.269887
36521,AL,Chunchula,30.991178,-88.131126
36522,AL,Citronelle,31.042533,-88.254949
36523,AL,Coden,30.418834,-88.168276
36524,AL,Coffeeville,31.78428,-88.071542
36525,AL,Creola,30.901267,-88.017414
36526,AL,Daphne,30.61972,-87.889522
36527,AL,Spanish Fort,30.695852,-87.88668
36528,AL,Dauphin Island,30.252057,-88.109644
36529,AL,Deer Park,31.184892,-88.32731
36530,AL,Elberta,30.394239,-87.58896
36532,AL,Fairhope,30.50116,-87.883546
36535,AL,Foley,30.400664,-87.685737
36538,AL,Frankville,31.64684,-88.133185
36539,AL,Fruitdale,31.348843,-88.376597
36540,AL,Gainestown,31.425822,-87.682176
36541,AL,Grand Bay,30.498288,-88.32825
36542,AL,Fort Morgan,30.268954,-87.712795
36544,AL,Irvington,30.480241,-88.239563
36545,AL,Jackson,31.513098,-87.867192
36548,AL,Leroy,31.491021,-87.968672
36549,AL,Lillian,30.39724,-87.474452
36550,AL,Little River,31.22459,-87.754796
36551,AL,Loxley,30.617964,-87.75624
36553,AL,Mc Intosh,31.236108,-88.051102
36555,AL,Magnolia Springs,30.394497,-87.785781
36558,AL,Millry,31.626871,-88.355872
36560,AL,Mount Vernon,31.097375,-88.035044
36561,AL,Orange Beach,30.290596,-87.555888
36562,AL,Perdido,30.98058,-87.628374
36567,AL,Robertsdale,30.561608,-87.637268
36569,AL,Saint Stephens,31.533028,-88.052094
36570,AL,Salitpa,31.654667,-87.959618
36571,AL,Saraland,30.833197,-88.093387
36572,AL,Satsuma,30.851628,-88.053312
36574,AL,Seminole,30.504806,-87.465938
36575,AL,Semmes,30.754408,-88.266705
36576,AL,Silverhill,30.522237,-87.745676
36579,AL,Stockton,31.01293,-87.863323
36580,AL,Summerdale,30.475225,-87.699183
36582,AL,Theodore,30.544374,-88.180748
36583,AL,Tibbie,31.373742,-88.266828
36584,AL,Vinegar Bend,31.25841,-88.386466
36585,AL,Wagarville,31.410205,-88.070519
36586,AL,Walker Springs,31.626166,-87.835355
36587,AL,Wilmer,30.813745,-88.333196
36602,AL,Mobile,30.688828,-88.045308
36610,AL,Prichard,30.737846,-88.083761
36611,AL,Chickasaw,30.766821,-88.084973
36613,AL,Eight Mile,30.795074,-88.182311
36615,AL,Brookley Field,30.631199,-88.068871
36701,AL,Selma,32.419719,-87.024527
36720,AL,Alberta,32.144889,-87.342503
36722,AL,Arlington,32.066784,-87.559691
36726,AL,Camden,32.004732,-87.295049
36727,AL,Campbell,31.963512,-88.006072
36728,AL,Catherine,32.182,-87.483623
36732,AL,Demopolis,32.490792,-87.839669
36736,AL,Dixons Mills,32.067209,-87.745356
36738,AL,Faunsdale,32.423259,-87.618079
36740,AL,Forkland,32.644661,-87.881676
36742,AL,Gallion,32.529771,-87.698542
36744,AL,Greensboro,32.716721,-87.590494
36748,AL,Linden,32.305343,-87.795358
36749,AL,Jones,32.608515,-86.889266
36750,AL,Maplesville,32.804507,-86.871704
36751,AL,Lower Peach Tree,31.850365,-87.568224
36752,AL,Burkville,32.300292,-86.609868
36754,AL,Magnolia,32.141931,-87.699815
36756,AL,Marion,32.646301,-87.331437
36758,AL,Plantersville,32.617608,-86.947531
36759,AL,Marion Junction,32.426589,-87.270181
36761,AL,Boys Ranch,32.095387,-86.92497
36762,AL,Morvin,31.967305,-87.972897
36765,AL,Newbern,32.551465,-87.561472
36767,AL,Orrville,32.294859,-87.221368
36768,AL,Pine Apple,31.926522,-87.004667
36769,AL,Pine Hill,31.973546,-87.577086
36771,AL,Prairie,32.084762,-87.448723
36773,AL,Safford,32.300242,-87.369345
36775,AL,Sardis,32.284358,-86.991959
36776,AL,Sawyerville,32.757796,-87.740201
36779,AL,Sprott,32.654376,-87.141599
36782,AL,Sweet Water,32.077272,-87.922755
36783,AL,Thomaston,32.253776,-87.597438
36784,AL,Thomasville,31.906728,-87.759842
36785,AL,Benton,32.281924,-86.859867
36786,AL,Uniontown,32.446966,-87.493398
36790,AL,Stanton,32.709631,-86.886848
36792,AL,Randolph,32.888834,-86.90701
36793,AL,Lawley,32.864558,-86.956708
36801,AL,Opelika,32.627771,-85.358629
36830,AL,Auburn,32.602043,-85.489001
36850,AL,Camp Hill,32.782749,-85.64738
36852,AL,Cusseta,32.803194,-85.215791
36853,AL,Dadeville,32.82239,-85.770395
36854,AL,Valley,32.811349,-85.174911
36855,AL,Five Points,33.042408,-85.324264
36858,AL,Hatchechubbee,32.284531,-85.302882
36860,AL,Hurtsboro,32.245429,-85.395903
36861,AL,Jacksons Gap,32.879698,-85.848662
36862,AL,Lafayette,32.925237,-85.442563
36863,AL,Lanett,32.861609,-85.21608
36866,AL,Notasulga,32.543727,-85.68707
36867,AL,Phenix City,32.407816,-85.095082
36871,AL,Pittsview,32.173346,-85.131248
36874,AL,Salem,32.621157,-85.183966
36875,AL,Seale,32.305339,-85.167733
36877,AL,Smiths,32.520072,-85.100027
36879,AL,Waverly,32.763167,-85.514372
36904,AL,Butler,32.082906,-88.206391
36907,AL,Cuba,32.410973,-88.361083
36908,AL,Gilbertown,31.866602,-88.326514
36910,AL,Jachin,32.244174,-88.233356
36912,AL,Lisman,32.217722,-88.323419
36915,AL,Needham,32.012165,-88.345798
36916,AL,Pennington,32.226245,-88.0931
36919,AL,Silas,31.766754,-88.309149
36921,AL,Toxey,31.93153,-88.31794
36922,AL,Ward,32.334063,-88.297114
36925,AL,York,32.472765,-88.268304
98791,AK,98791,51.938901,-176.310048
99501,AK,Anchorage,61.211571,-149.876077
99505,AK,Fort Richardson,61.275256,-149.675454
99506,AK,Elmendorf Afb,61.251531,-149.812667
99549,AK,Port Heiden,56.964333,-158.566367
99551,AK,Akiachak,60.891854,-161.39233
99552,AK,Akiak,60.890632,-161.199325
99553,AK,Akutan,54.143012,-165.785368
99554,AK,Alakanuk,62.746967,-164.60228
99555,AK,Aleknagik,59.269688,-158.619882
99556,AK,Nikolaevsk,59.788818,-151.732933
99557,AK,Chuathbaluk,61.691648,-157.758502
99558,AK,Anvik,62.830913,-160.130441
99559,AK,Atmautluak,60.832389,-161.824053
99561,AK,Chefornak,60.153746,-164.210294
99563,AK,Chevak,61.583982,-164.776457
99564,AK,Chignik,56.301639,-158.415696
99565,AK,Chignik Lagoon,56.251277,-158.673528
99567,AK,Chugiak,61.409802,-149.453736
99568,AK,Clam Gulch,60.201603,-151.422628
99569,AK,Clarks Point,58.84921,-158.451241
99571,AK,Nelson Lagoon,55.610952,-161.942941
99572,AK,Cooper Landing,60.476692,-149.823514
99573,AK,Copper Center,61.91581,-144.97793
99574,AK,Chenega Bay,60.102558,-147.943316
99575,AK,Crooked Creek,61.818072,-158.002483
99576,AK,Koliganek,59.059279,-158.973533
99577,AK,Eagle River,61.311357,-149.508515
99578,AK,Eek,60.215058,-162.032341
99579,AK,Egegik,58.206174,-157.342202
99580,AK,Ekwok,59.362792,-157.478211
99581,AK,Emmonak,62.827404,-164.131298
99583,AK,False Pass,54.841028,-163.436845
99585,AK,Marshall,61.837087,-161.7394
99586,AK,Slana,62.654744,-143.568393
99588,AK,Glennallen,62.103895,-145.661684
99589,AK,Goodnews Bay,59.085008,-161.587146
99590,AK,Grayling,63.372013,-159.404907
99591,AK,Saint George Isl,56.60324,-169.547257
99602,AK,Holy Cross,62.192584,-159.825092
99603,AK,Port Graham,59.665495,-151.462644
99604,AK,Hooper Bay,61.537157,-165.891045
99606,AK,Kokhanok,59.564836,-155.462556
99607,AK,Kalskag,61.541006,-160.3261
99610,AK,Kasilof,60.316365,-151.28958
99611,AK,Kenai,60.614467,-151.254556
99612,AK,King Cove,55.062848,-162.305561
99613,AK,Igiugig,58.724264,-156.641603
99614,AK,Kipnuk,59.923204,-164.101013
99615,AK,Akhiok,57.781967,-152.500169
99620,AK,Kotlik,63.029471,-163.554153
99621,AK,Kwethluk,60.771814,-161.38849
99622,AK,Kwigillingok,59.881022,-162.984938
99625,AK,Levelock,59.371395,-154.976815
99626,AK,Lower Kalskag,61.51377,-160.359966
99627,AK,Mc Grath,62.967153,-155.585153
99628,AK,Manokotak,59.009559,-158.989699
99630,AK,Mekoryuk,60.365679,-166.283583
99631,AK,Moose Pass,60.85852,-149.255911
99632,AK,Mountain Village,62.158913,-163.883822
99633,AK,Naknek,58.885699,-156.705405
99634,AK,Napakiak,60.663758,-161.738144
99636,AK,New Stuyahok,59.593533,-157.297205
99638,AK,Nikolski,52.988337,-168.788427
99639,AK,Ninilchik,60.010833,-151.639604
99640,AK,Nondalton,60.030837,-154.731675
99645,AK,Butte,61.613814,-149.065323
99647,AK,Pedro Bay,59.92238,-153.821856
99648,AK,Perryville,55.945289,-159.259333
99649,AK,Pilot Point,57.595193,-157.449272
99650,AK,Pilot Station,61.946159,-162.874716
99651,AK,Platinum,58.63364,-162.043201
99653,AK,Port Alsworth,60.636416,-154.433803
99654,AK,Wasilla,61.592349,-149.395875
99655,AK,Quinhagak,59.738057,-161.874938
99656,AK,Red Devil,61.735389,-157.195969
99657,AK,Russian Mission,61.591302,-161.558413
99658,AK,Saint Marys,62.054106,-163.205263
99659,AK,Saint Michael,63.47759,-162.109141
99660,AK,Saint Paul Islan,57.178697,-170.293408
99661,AK,Sand Point,55.319236,-160.491435
99662,AK,Scammon Bay,61.845019,-165.581945
99664,AK,Seward,60.132874,-149.39849
99665,AK,Shageluk,62.661092,-159.52816
99668,AK,Sleetmute,61.634555,-157.118284
99669,AK,Soldotna,60.481778,-151.13582
99670,AK,South Naknek,58.736221,-156.850289
99671,AK,Stebbins,63.478468,-162.227355
99672,AK,Sterling,60.520373,-150.849792
99676,AK,Talkeetna,62.260516,-150.110097
99679,AK,Tuluksak,61.108848,-160.938924
99681,AK,Tununak,60.539322,-165.097464
99682,AK,Tyonek,61.117929,-151.348495
99683,AK,Trapper Creek,61.441361,-150.284455
99684,AK,Unalakleet,63.883478,-160.788365
99685,AK,Unalaska,53.887114,-166.519855
99686,AK,Valdez,60.895044,-146.195628
99688,AK,Willow,61.771511,-150.188891
99689,AK,Yakutat,59.620211,-139.778858
99691,AK,Nikolai,63.001603,-154.381247
99692,AK,Dutch Harbor,53.362757,-167.510656
99701,AK,Coldfoot,64.840238,-147.710431
99702,AK,Eielson Afb,64.67352,-147.08051
